"Year","$%","Title_EN","Country","Genres","Distribution","IMDb"
1966,"55","Fahrenheit 451","GB/F","Thriller/Drama/Sci-Fi",,"tt0060390"
1966,"54","Winnetou and Old Firehand","D/YU","Western/Family/Adventure",,"tt0061198"
1966,"40","Nevada Smith","USA","Western/Drama",,"tt0060748"
1966,"38","Trace of Stones","DDR","Drama/Comedy/Romance",,"tt0061017"
1966,"36","El Dorado","USA","Western/Drama/Romance",,"tt0061619"
1966,"34","The Singing Nun","USA","Family/Drama/Music",,"tt0060983"
1967,"94","The Jungle Book","USA","Animation/Family/Adventure",,"tt0061852"
1967,"88","You Only Live Twice","GB/USA","Thriller/Action/Adventure",,"tt0062512"
1967,"88","The Graduate","USA","Romance/Drama/Comedy",,"tt0061722"
1967,"83","Bonnie and Clyde","USA","Action/Romance/Crime",,"tt0061418"
1967,"75","Oscar","F","Comedy/-",,"tt0062083"
1967,"71","Asterix the Gaul","F/B","Animation/Comedy/Adventure",,"tt0061369"
1967,"71","Casino Royale","GB/USA","Comedy/Thriller/Adventure",,"tt0061452"
1967,"67","God Forgives... I Don't!","I/E","Western/Action",,"tt0061576"
1967,"65","Fantômas Against Scotland Yard","F","Comedy/Thriller/Adventure",,"tt0060400"
1967,"50","Dance of the Vampires / The Fearless Vampire Killers","GB/USA","Horror/Comedy",,"tt0061655"
1967,"40","The War Wagon","USA","Western/Drama",,"tt0062472"
1967,"40","Doctor Dolittle","USA","Family/Music/Fantasy",,"tt0061584"
1967,"40","Glorious Times at the Spessart Inn","D","Family/Music/Sci-Fi",,"tt0061762"
1967,"35","Operation St. Peter's","I/F/D","Comedy/Crime",,"tt0061324"
1967,"31","The Crazy Kids of the War","I","Adventure/Comedy/Music",,"tt0061656"
1967,"12","Rita of the West / Crazy Westerners","I","Western/Comedy/Music",,"tt0062205"
1968,"85","2001: A Space Odyssey","GB/USA","Sci-Fi/Epic/Mystery",,"tt0062622"
1968,"84","Once Upon a Time in the West","I/USA","Western/Action/Drama",,"tt0064116"
1968,"82","Bullitt","USA","Action/Crime/Thriller",,"tt0062765"
1968,"79","The Love Bug","USA","Comedy/Family/Adventure",,"tt0064603"
1968,"77","The Odd Couple","USA","Comedy/-",,"tt0063374"
1968,"76","The Gendarme Gets Married","F","Comedy/Crime/Romance",,"tt0063005"
1968,"75","Asterix and Cleopatra","F/B","Animation/Comedy/Adventure",,"tt0062687"
1968,"75","Columbo: Prescription: Murder","USA","Crime/Drama/Mystery","d2TV","tt0061496"
1968,"66","Rosemary's Baby","USA","Horror/Drama/Thriller",,"tt0063522"
1968,"66","Planet of the Apes","USA","Sci-Fi/Action/Adventure",,"tt0063442"
1968,"63","The Tattoo","F/I","Comedy/-",,"tt0063674"
1968,"63","Night of the Living Dead","USA","Horror/Thriller",,"tt0063350"
1968,"59","Ace High","I","Western/Action/Comedy",,"tt0064860"
1968,"40","Never a Dull Moment","USA","Comedy/Crime/Family",,"tt0063341"
1968,"32","The Great Silence","I/F","Western/Drama",,"tt0063032"
1968,"28","The Party","USA","Comedy/Romance",,"tt0063415"
1968,"28","Winnetou and Shatterhand in the Valley of Death","D/I/YU","Western/Family/Adventure",,"tt0063818"
1969,"85","Easy Rider","USA","Action/Drama/Adventure",,"tt0064276"
1969,"81","On Her Majesty's Secret Service","GB/USA","Thriller/Action/Adventure",,"tt0064757"
1969,"81","Midnight Cowboy","USA","Drama/-",,"tt0064665"
1969,"75","Mackenna's Gold","USA","Western/Action/Adventure",,"tt0064615"
1969,"65","The Damned","I/D/CH","Drama/Thriller/Erotic",,"tt0064118"
1969,"56","Boot Hill","I","Western/Action/Comedy",,"tt0064175"
1969,"50","The Wild Bunch","USA","Western/Action/Drama",,"tt0065214"
1969,"50","A Boy Named Charlie Brown","USA","Animation/Family/Comedy",,"tt0064107"
1969,"49","Support Your Local Sheriff!","USA","Western/Comedy",,"tt0065051"
1969,"45","The Computer Wore Tennis Shoes","USA","Comedy/Sci-Fi/Family",,"tt0065566"
1969,"41","Topaz","USA","Thriller/Drama",,"tt0065112"
1969,"28","The Gypsy Moths","USA","Action/Drama/Romance",,"tt0064397"
1969,"24","De Sade","USA/D","Erotic/Drama/History",,"tt0064212"
1969,"14","The Extraordinary Seaman","USA","Adventure/Comedy/Action",,"tt0064307"
1970,"90","Love Story","USA","Romance/Drama",,"tt0066011"
1970,"87","Airport","USA","Thriller/Drama/Action",,"tt0065377"
1970,"86","The Aristocats","USA","Animation/Family/Adventure",,"tt0065421"
1970,"82","They Call Me Trinity","I","Western/Comedy/Action",,"tt0067355"
1970,"77","M*A*S*H","USA","Comedy/Drama/Adventure",,"tt0066026"
1970,"74","The Gendarme to Stroll","F/I","Comedy/Crime",,"tt0065769"
1970,"64","Chariots of the Gods","D","Documentary/Sci-Fi/Gossip",,"tt0065702"
1970,"61","Beneath the Planet of the Apes","USA","Sci-Fi/Action/Adventure",,"tt0065462"
1970,"45","Josefine M. / Naughty Knickers","D","Erotic/Comedy",,"tt0065918"
1970,"42","Song of Norway","USA","Drama/Music/History",,"tt0066393"
1970,"40","The Punch Bowl","D","Comedy/-",,"tt0065718"
1970,"32","Higher and Higher","D","Erotic/Drama/Music",,"tt0065877"
1970,"29","Julius Caesar","GB/USA","History/Drama/Adventure",,"tt0065922"
1970,"28","Gentlemen in White Vests","D","Comedy/Crime",,"tt0065835"
1970,"19","Hercules in New York","USA","Fantasy/Comedy/Adventure","-","tt0065832"
1971,"85","A Clockwork Orange","GB/USA","Thriller/Sci-Fi/Crime",,"tt0066921"
1971,"85","Trinity Is Still My Name","I","Western/Comedy/Action",,"tt0068154"
1971,"84","Diamonds Are Forever","GB/USA","Thriller/Action/Adventure",,"tt0066995"
1971,"80","The French Connection","USA","Thriller/Action/Crime",,"tt0067116"
1971,"75","Columbo: Ransom for a Dead Man","USA","Crime/Drama/Mystery","d2TV","tt0066933"
1971,"73","Dirty Harry","USA","Action/Crime/Thriller",,"tt0066999"
1971,"65","The Young Seducers","D","Erotic/Comedy",,"tt0066852"
1971,"63","Duck, You Sucker! / A Fistful of Dynamite / Once Upon a Time ... the Revolution","I/E/USA","Western/Action/Drama",,"tt0067140"
1971,"56","Joe: The Busy Body / The Gazebo","F","Comedy/Crime/Thriller",,"tt0067274"
1971,"54","Harold and Maude","USA","Comedy/Drama/Romance",,"tt0067185"
1971,"50","Escape from the Planet of the Apes","USA","Sci-Fi/Action/Adventure",,"tt0067065"
1971,"47","Death in Venice","I/F","Drama/Romance",,"tt0067445"
1971,"41","Le Mans","USA","Action/Sports/Drama",,"tt0067334"
1971,"40","The Stewardesses","D","Erotic/Comedy",,"tt0067794"
1971,"36","Willy Wonka & the Chocolate Factory","USA","Family/Fantasy/Music",,"tt0067992"
1971,"35","Josefine M. 2 / Don't Get Your Knickers in a Twist","D","Erotic/Comedy/Drama",,"tt0067279"
1971,"34","Lady Liberty","I/F","Comedy/Romance",,"tt0068970"
1971,"33","And Now for Something Completely Different","GB","Comedy/-",,"tt0066765"
1971,"29","The Sex Adventures of the Three Musketeers","D","Erotic/Comedy",,"tt0067739"
1971,"28","THX 1138","USA","Sci-Fi/Drama/Thriller",,"tt0066434"
1971,"27","The Barefoot Executive / The Rating Game","USA","Comedy/Family",,"tt0066811"
1971,"25","Johnny Got His Gun","USA","Drama/Adventure/Thriller",,"tt0067277"
1971,"11","Fools' Parade","USA","Thriller/Drama/Comedy",,"tt0067109"
1972,"93","The Godfather","USA","Thriller/Drama/Crime",,"tt0068646"
1972,"86","The Poseidon Adventure","USA","Thriller/Drama/Adventure",,"tt0069113"
1972,"82","Last Tango in Paris","I/F","Erotic/Romance/Drama",,"tt0070849"
1972,"81","Fritz the Cat","USA","Animation/Comedy/Erotic",,"tt0068612"
1972,"75","Solaris","SU","Drama/Sci-Fi/Mystery",,"tt0069293"
1972,"75","What's Up, Doc?","USA","Comedy/Romance",,"tt0069495"
1972,"72","Deliverance","USA","Adventure/Thriller/Drama",,"tt0068473"
1972,"70","Cabaret","USA","Drama/Music/Romance",,"tt0068327"
1972,"65","The Tall Blond Man with One Black Shoe","F","Comedy/Thriller/Mystery",,"tt0068655"
1972,"65","The Miner's Wife ... Takes Her Pick","D","Erotic/Comedy/Drama",,"tt0168946"
1972,"64","The Getaway","USA","Action/Crime/Thriller",,"tt0068638"
1972,"57","Frenzy","GB","Thriller/Crime/Mystery",,"tt0068611"
1972,"57","Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask)","USA","Comedy/Drama/Erotic",,"tt0068555"
1972,"42","Conquest of the Planet of the Apes","USA","Sci-Fi/Action/Adventure",,"tt0068408"
1972,"36","Now You See Him, Now You Don't","USA","Comedy/Sci-Fi/Family",,"tt0069031"
1972,"35","Sensational Janine: Teach Me / The Games Schoolgirls Play","D","Erotic/Comedy",,"tt0068237"
1972,"18","Beware! The Blob","USA","Horror/Comedy/Sci-Fi",,"tt0068271"
1973,"94","The Exorcist","USA","Horror/Thriller/Fantasy",,"tt0070047"
1973,"92","The Sting","USA","Thriller/Comedy/Drama",,"tt0070735"
1973,"87","Papillon","USA/F","Thriller/Drama/History",,"tt0070511"
1973,"85","Live and Let Die","GB/USA","Thriller/Action/Adventure",,"tt0070328"
1973,"83","Watch Out, We're Mad","I/E","Action/Comedy/Adventure",,"tt0069697"
1973,"82","My Name Is Nobody","I/F/D","Western/Comedy/Drama",,"tt0070215"
1973,"82","American Graffiti","USA","Comedy/Drama",,"tt0069704"
1973,"77","The Day of the Jackal","GB/F","Thriller/Drama/Crime",,"tt0069947"
1973,"74","Magnum Force","USA","Action/Crime/Thriller",,"tt0070355"
1973,"70","Robin Hood","USA","Animation/Family/Adventure",,"tt0070608"
1973,"55","Loving Greetings from the Lederhosen","D","Erotic/Comedy",,"tt0071753"
1973,"52","Sleeper","USA","Comedy/Sci-Fi/Thriller",,"tt0070707"
1973,"51","The Three Musketeers","GB/USA/E/PA","Adventure/Action/Romance",,"tt0072281"
1973,"47","The Miner's Wife ... Takes Her Pick 2","D","Erotic/Comedy/Drama",,"tt0181648"
1973,"45","Ludwig","I/D/F","Epic/Drama/History",,"tt0068883"
1973,"40","Soylent Green","USA","Sci-Fi/Thriller/Mystery",,"tt0070723"
1973,"40","Westworld","USA","Sci-Fi/Action/Thriller",,"tt0070909"
1973,"39","Battle for the Planet of the Apes","USA","Sci-Fi/Action/Adventure",,"tt0069768"
1973,"31","Badlands","USA","Thriller/Drama/Action",,"tt0069762"
1974,"90","The Towering Inferno","USA","Thriller/Action/Drama",,"tt0072308"
1974,"85","Blazing Saddles","USA","Comedy/Western",,"tt0071230"
1974,"84","The Man with the Golden Gun","GB/USA","Thriller/Action/Adventure",,"tt0071807"
1974,"84","Earthquake","USA","Thriller/Drama/Action",,"tt0071455"
1974,"83","Airport 1975","USA","Thriller/Drama/Action",,"tt0071110"
1974,"80","Young Frankenstein","USA","Comedy/Horror",,"tt0072431"
1974,"77","Herbie Rides Again","USA","Comedy/Family/Adventure",,"tt0071607"
1974,"76","The Godfather Part II","USA","Thriller/Drama/Crime",,"tt0071562"
1974,"75","Emmanuelle","F","Erotic/Romance/Drama",,"tt0071464"
1974,"74","Murder on the Orient Express","GB","Crime/Mystery/Thriller",,"tt0071877"
1974,"73","Gone in 60 Seconds","USA","Action/Thriller/Crime",,"tt0071571"
1974,"65","Lucky Pierre / I'm Losing My Temper","F","Comedy/-",,"tt0071863"
1974,"61","Chinatown","USA","Thriller/Drama/Mystery",,"tt0071315"
1974,"55","The Texas Chain Saw Massacre","USA","Horror/Thriller",,"tt0072271"
1974,"50","The Return of the Tall Blond Man with One Black Shoe","F","Comedy/Thriller/Mystery",,"tt0072080"
1974,"50","The Great Gatsby","USA","Drama/Romance",,"tt0071577"
1974,"45","The Front Page","USA","Comedy/Drama/Romance",,"tt0071524"
1974,"40","Loving Greetings from the Lederhosen 2 / The Miner's Wife 4","D","Erotic/Comedy",,"tt0187241"
1974,"35","The Miner's Wife 3","D","Erotic/Comedy/Drama",,"tt0182270"
1974,"33","Dark Star","USA","Sci-Fi/Comedy/Drama",,"tt0069945"
1974,"32","Zardoz","GB/IRL/USA","Sci-Fi/Adventure/Fantasy",,"tt0070948"
1974,"21","Phase IV","GB/USA","Sci-Fi/Thriller/Horror",,"tt0070531"
1974,"15","The Gambler","USA","Drama/Crime",,"tt0071532"
1975,"95","Jaws","USA","Horror/Thriller/Adventure",,"tt0073195"
1975,"87","The Rocky Horror Picture Show","GB/USA","Comedy/Music/Horror",,"tt0073629"
1975,"85","One Flew Over the Cuckoo's Nest","USA","Drama/Comedy",,"tt0073486"
1975,"75","Monty Python and the Holy Grail","GB","Comedy/Adventure/Fantasy",,"tt0071853"
1975,"69","Nobody's the Greatest / A Genius, Two Partners and a Dupe","I/F/D","Western/Comedy/Action",,"tt0073036"
1975,"68","Story of O","F/CDN/D","Erotic/Drama",,"tt0073115"
1975,"60","Emmanuelle 2 - The Joys of a Woman","F","Erotic/Romance/Drama",,"tt0072933"
1975,"53","Rollerball","GB/USA","Sci-Fi/Action/Sports",,"tt0073631"
1975,"51","The Hindenburg","USA","Thriller/History/Drama",,"tt0073113"
1975,"48","Barry Lyndon","GB/USA","Drama/Adventure/History",,"tt0072684"
1975,"48","Love and Death","USA","Comedy/History",,"tt0073312"
1975,"43","Mirror","SU","Drama/-",,"tt0072443"
1975,"39","Zorro","I/F","Adventure/Western/Comedy",,"tt0072448"
1975,"35","French Connection II","USA","Thriller/Action/Crime",,"tt0073018"
1975,"35","The Strongest Man in the World","USA","Comedy/Sci-Fi/Family",,"tt0073760"
1975,"32","Bite the Bullet","USA","Western/Action/Drama",,"tt0072705"
1975,"22","The Miner's Wife 5","D","Erotic/Comedy",,"tt0183396"
1976,"88","Rocky","USA","Action/Drama/Sports",,"tt0075148"
1976,"82","The Wing or the Thigh?","F","Comedy/Family",,"tt0074103"
1976,"81","Battle of Midway","USA","Action/Drama/History",,"tt0074899"
1976,"79","King Kong","USA","Adventure/Horror/Fantasy",,"tt0074751"
1976,"76","The Twelve Tasks of Asterix","F/B","Animation/Comedy/Adventure",,"tt0072901"
1976,"74","Silver Streak","USA","Thriller/Comedy/Action",,"tt0075223"
1976,"74","The Omen","GB/USA","Horror/Mystery/Fantasy",,"tt0075005"
1976,"70","1900","I/F/D","Epic/Drama/History",,"tt0074084"
1976,"67","The Enforcer","USA","Action/Crime/Thriller",,"tt0074483"
1976,"61","Murder by Death","USA","Comedy/Crime/Mystery",,"tt0074937"
1976,"60","Carrie","USA","Horror/Mystery/Drama",,"tt0074285"
1976,"55","Sensational Janine","D","Erotic/Comedy",,"tt0294658"
1976,"52","Taxi Driver","USA","Thriller/Drama/Action",,"tt0075314"
1976,"50","Logan's Run","USA","Sci-Fi/Action/Adventure",,"tt0074812"
1976,"44","Jack the Ripper","D/CH","Thriller/Horror/Crime",,"tt0074408"
1976,"42","Stay Hungry","USA","Comedy/Drama",,"tt0075268"
1976,"42","Network","USA","Drama/Thriller/Comedy",,"tt0074958"
1976,"31","The Tenant","F","Thriller/Drama/Horror",,"tt0074811"
1976,"30","Futureworld","USA","Sci-Fi/Thriller",,"tt0074559"
1977,"97","Star Wars","USA","Sci-Fi/Action/Fantasy",,"tt0076759"
1977,"88","The Spy Who Loved Me","GB/USA","Thriller/Action/Adventure",,"tt0076752"
1977,"88","Smokey and the Bandit","USA","Action/Comedy/Adventure",,"tt0076729"
1977,"88","Close Encounters of the Third Kind","USA","Sci-Fi/Mystery/Drama",,"tt0075860"
1977,"85","Saturday Night Fever","USA","Romance/Music/Drama",,"tt0076666"
1977,"82","The Rescuers","USA","Animation/Family/Adventure",,"tt0076618"
1977,"77","Airport '77","USA","Thriller/Drama/Action",,"tt0075648"
1977,"75","Scene of the Crime: For Your Love Only","D","Crime/Drama/Mystery","d2TV","tt0075309"
1977,"68","Annie Hall","USA","Comedy/Drama/Romance",,"tt0075686"
1977,"62","Pete's Dragon","USA","Family/Music/Animation",,"tt0076538"
1977,"60","Herbie Goes to Monte Carlo","USA","Comedy/Family/Adventure",,"tt0076137"
1977,"55","Exorcist II: The Heretic","USA","Horror/Thriller/Fantasy",,"tt0076009"
1977,"50","Goodbye Emmanuelle","F","Erotic/Romance/Drama",,"tt0077497"
1977,"45","Young Lady Chatterley","USA","Erotic/Romance/Drama",,"tt0076944"
1977,"44","Orca: The Killer Whale","USA","Horror/Adventure/Thriller",,"tt0076504"
1977,"44","Fun with Dick and Jane","USA","Comedy/Crime",,"tt0076059"
1977,"40","Invitation to Dance","D","Action/Comedy/Drama",,"tt0075705"
1977,"40","Jabberwocky","GB","Comedy/Adventure/Fantasy",,"tt0076221"
1977,"38","The Hobbit","USA/J","Animation/Family/Fantasy","d2TV","tt0077687"
1977,"34","Eraserhead","USA","Horror/Mystery/Fantasy",,"tt0074486"
1977,"25","Loving Greetings from the Lederhosen 3","D","Erotic/Comedy",,"tt0188828"
1977,"14","Suspiria","I","Horror/Fantasy",,"tt0076786"
1978,"91","Grease","USA","Romance/Music/Comedy",,"tt0077631"
1978,"90","Superman","GB/USA/PA/CH","Sci-Fi/Action",,"tt0078346"
1978,"85","Jaws 2","USA","Horror/Thriller/Adventure",,"tt0077766"
1978,"82","Odds and Evens / Trinity: Gambling for High Stakes","I","Action/Comedy/Crime",,"tt0078058"
1978,"82","National Lampoon's Animal House","USA","Comedy/Erotic",,"tt0077975"
1978,"80","Every Which Way but Loose","USA","Action/Comedy/Adventure",,"tt0077523"
1978,"78","Up in Smoke","USA","Comedy/Adventure/Music",,"tt0078446"
1978,"76","Heaven Can Wait","USA","Romance/Fantasy/Comedy",,"tt0077663"
1978,"75","Lemon Popsicle","IL/D","Comedy/Drama/Erotic",,"tt0079118"
1978,"72","Birds of a Feather","F/I","Comedy/-",,"tt0077288"
1978,"70","Battlestar Galactica: Saga of a Star World","USA","Sci-Fi/Action/Adventure",,"tt0077215"
1978,"66","Halloween","USA","Horror/Thriller/Drama",,"tt0077651"
1978,"65","Les Misérables","USA","Drama/Crime/History","d2TV","tt0077936"
1978,"65","Dawn of the Dead","USA/I","Horror/Thriller",,"tt0077402"
1978,"65","Convoy","USA","Action/Drama/Adventure",,"tt0077369"
1978,"62","The Deer Hunter","GB/USA","Epic/Action/Drama",,"tt0077416"
1978,"58","The Lord of the Rings","USA/GB","Animation/Fantasy/Adventure",,"tt0077869"
1978,"56","Death on the Nile","GB","Crime/Mystery/Thriller",,"tt0077413"
1978,"52","Damien: Omen II","USA/GB","Horror/Mystery/Fantasy",,"tt0077394"
1978,"51","Invasion of the Body Snatchers","USA","Horror/Sci-Fi/Mystery",,"tt0077745"
1978,"48","The Driver","GB/USA","Action/Crime/Thriller",,"tt0077474"
1978,"45","Piranha","USA","Horror/Comedy/Sci-Fi",,"tt0078087"
1978,"44","The First Great Train Robbery","IRL","Thriller/Comedy/Adventure",,"tt0079240"
1978,"42","The Buddy Holly Story","USA","Drama/Music",,"tt0077280"
1978,"35","Loving Greetings from the Lederhosen 4","D","Erotic/Comedy",,"tt0151336"
1978,"22","Loving Greetings from the Lederhosen 5","D","Erotic/Comedy",,"tt0190527"
1978,"12","From Fantasia to Fantasyland","GB","Documentary/Family/Animation","d2TV","000000000"
1978,"11","Attack of the Killer Tomatoes!","USA","Comedy/Horror/Adventure",,"tt0080391"
1979,"88","Alien","GB/USA","Sci-Fi/Horror",,"tt0078748"
1979,"88","Moonraker","GB/USA/F","Thriller/Action/Sci-Fi",,"tt0079574"
1979,"87","Rocky II","USA","Action/Drama/Sports",,"tt0079817"
1979,"86","Kramer vs. Kramer","USA","Drama/-",,"tt0079417"
1979,"85","Star Trek: The Motion Picture","USA","Sci-Fi/Adventure/Action",,"tt0079945"
1979,"84","The Gendarme and the Extra-Terrestrials","F","Comedy/Crime/Sci-Fi",,"tt0079200"
1979,"82","Apocalypse Now","USA","Thriller/Epic/Action",,"tt0078788"
1979,"82","10","USA","Romance/Comedy/Drama",,"tt0078721"
1979,"82","1941","USA","Comedy/Action",,"tt0078723"
1979,"82","The Amityville Horror","USA","Horror/Mystery/Fantasy",,"tt0078767"
1979,"80","Mad Max","AUS","Action/Adventure/Sci-Fi",,"tt0079501"
1979,"79","I'm for the Hippopotamus","I","Action/Comedy/Adventure",,"tt0079351"
1979,"76","The Life of Brian","GB","Comedy/Adventure",,"tt0079470"
1979,"70","The Sheriff and the Satellite Kid","I","Action/Family/Sci-Fi",,"tt0079859"
1979,"68","The Concorde... Airport '79","USA","Thriller/Drama/Action",,"tt0078740"
1979,"68","The Muppet Movie","GB/USA","Family/Adventure/Comedy",,"tt0079588"
1979,"67","Caligula","I/USA","Erotic/History/Drama",,"tt0080491"
1979,"65","The Champ","USA","Drama/Action/Sports",,"tt0078950"
1979,"62","Escape from Alcatraz","USA","Thriller/Action/Crime",,"tt0079116"
1979,"55","Stalker","SU","Sci-Fi/Drama/Mystery",,"tt0079944"
1979,"55","Manhattan","USA","Comedy/Drama/Romance",,"tt0079522"
1979,"55","Hair","USA","Romance/Music/Comedy",,"tt0079261"
1979,"55","Lemon Popsicle 2 - Going Steady","IL/D","Comedy/Drama/Erotic",,"tt0079218"
1979,"50","The Black Hole","USA","Sci-Fi/Family/Action",,"tt0078869"
1979,"38","Nosferatu the Vampyre","D/F","Horror/Drama/Fantasy",,"tt0079641"
1979,"30","Richard Pryor: Live in Concert","USA","Show/Comedy/Documentary",,"tt0079807"
1980,"93","Star Wars - The Empire strikes back","USA","Sci-Fi/Action/Fantasy",,"tt0080684"
1980,"86","The Gods Must Be Crazy","ZA/BW","Comedy/Adventure",,"tt0080801"
1980,"85","Little Lord Fauntleroy","GB","Family/Drama","d2TV","tt0081062"
1980,"84","Airplane!","USA","Comedy/-",,"tt0080339"
1980,"80","The Blues Brothers","USA","Comedy/Action/Music",,"tt0080455"
1980,"79","9 to 5","USA","Comedy/Drama/Crime",,"tt0080319"
1980,"78","Stir Crazy","USA","Comedy/Crime",,"tt0081562"
1980,"76","Ordinary People","USA","Drama/-",,"tt0081283"
1980,"75","La Boum - The Party","F","Romance/Comedy/Drama",,"tt0082100"
1980,"75","Super Fuzz","I/USA/E","Action/Comedy/Sci-Fi",,"tt0082924"
1980,"72","Any Which Way You Can","USA","Action/Comedy/Adventure",,"tt0080377"
1980,"71","Private Benjamin","USA","Comedy/Action/Adventure",,"tt0081375"
1980,"71","The Blue Lagoon","USA","Romance/Adventure/Drama",,"tt0080453"
1980,"70","Coal Miner's Daughter","USA","Drama/Music",,"tt0080549"
1980,"70","Everything Happens to Me","I","Action/Family/Sci-Fi",,"tt0080530"
1980,"70","The Taming of the Scoundrel","I","Romance/Comedy",,"tt0080439"
1980,"69","Smokey and the Bandit II","USA","Action/Comedy/Adventure",,"tt0081529"
1980,"69","Friday the 13th","USA","Horror/Mystery/Thriller",,"tt0080761"
1980,"68","The Final Countdown","USA","Action/Sci-Fi/Adventure",,"tt0080736"
1980,"68","Caddyshack","USA","Comedy/Sports",,"tt0080487"
1980,"67","Popeye","USA","Comedy/Adventure/Family",,"tt0081353"
1980,"65","Urban Cowboy","USA","Romance/Drama/Western",,"tt0081696"
1980,"65","Theo Against the Rest of the World","D","Action/Comedy/Romance",,"tt0081620"
1980,"65","Birds of a Feather 2","F/I","Comedy/Thriller",,"tt0080489"
1980,"64","American Gigolo","USA","Thriller/Romance/Erotic",,"tt0080365"
1980,"64","The Elephant Man","GB/USA","Drama/History",,"tt0080678"
1980,"63","The Shining","GB/USA","Horror/Thriller/Drama",,"tt0081505"
1980,"60","Zum Blauen Bock - Best of","D","Music/Comedy/Family","d2TV","tt0296464"
1980,"60","The Umbrella Coup","F","Comedy/Crime/Adventure",,"tt0080565"
1980,"58","Seems Like Old Times","USA","Comedy/Romance/Crime",,"tt0081480"
1980,"58","Flash Gordon","GB/USA","Sci-Fi/Action/Adventure",,"tt0080745"
1980,"55","Cheech and Chong's Next Movie","USA","Comedy/Crime/Sci-Fi",,"tt0080520"
1980,"52","Brubaker","USA","Thriller/Drama/Crime",,"tt0080474"
1980,"50","Little Darlings","USA","Comedy/Drama/Romance",,"tt0081060"
1980,"49","Dressed to Kill","USA","Thriller/Mystery/Erotic",,"tt0080661"
1980,"48","The Mirror Crack'd","GB","Crime/Mystery/Thriller",,"tt0081163"
1980,"47","Xanadu","USA","Romance/Music/Fantasy",,"tt0081777"
1980,"45","Herbie Goes Bananas","USA","Comedy/Family/Adventure",,"tt0080861"
1980,"45","Raging Bull","USA","Action/Drama/Sports",,"tt0081398"
1980,"45","Tender Cousins / Cousins in Love","F/D","Erotic/Romance/Comedy",,"tt0081614"
1980,"40","The Fog","USA","Horror/Thriller/Mystery",,"tt0080749"
1980,"36","The Return of the King","USA/J","Animation/Family/Fantasy","d2TV","tt0079802"
1980,"30","Police Call 110: The Maverick","DDR","Crime/Drama/Mystery","d2TV","tt0317993"
1980,"29","Stardust Memories","USA","Comedy/Drama",,"tt0081554"
1980,"25","Somewhere in Time","USA","Romance/Fantasy/Drama",,"tt0081534"
1980,"25","The Quack and His Fast Daughters","D","Erotic/Comedy",,"tt0081018"
1980,"19","Heaven's Gate","USA","Western/Epic/Drama",,"tt0080855"
1981,"93","Indiana Jones and the Raiders of the Lost Ark","USA","Adventure/Action",,"tt0082971"
1981,"89","Superman II","GB/USA","Sci-Fi/Action",,"tt0081573"
1981,"86","For Your Eyes Only","GB/USA","Thriller/Action/Adventure",,"tt0082398"
1981,"84","The Cannonball Run","USA/HK","Action/Comedy/Adventure",,"tt0082136"
1981,"82","On Golden Pond","GB/USA","Drama/Family",,"tt0082846"
1981,"81","Arthur","USA","Comedy/Romance",,"tt0082031"
1981,"77","Clash of the Titans","GB/USA","Fantasy/Action/Family",,"tt0082186"
1981,"76","Stripes","USA","Comedy/Adventure",,"tt0083131"
1981,"76","Chariots of Fire","GB","Drama/Sports/History",,"tt0082158"
1981,"75","Quest for Fire","CDN/F","Adventure/Drama",,"tt0082484"
1981,"72","Knock on Wood / The Goat","F/MEX","Comedy/Adventure/Crime",,"tt0082183"
1981,"70","The Boat","D","Thriller/Drama/Action",,"tt0082096"
1981,"70","The Professional","F","Action/Thriller/Drama",,"tt0082949"
1981,"69","The Fox and the Hound","USA","Animation/Family/Adventure",,"tt0082406"
1981,"69","An American Werewolf in London","GB/USA","Horror/Comedy/Fantasy",,"tt0082010"
1981,"68","The Postman Always Rings Twice","USA","Thriller/Drama/Erotic",,"tt0082934"
1981,"68","Christiane F.","D","Drama/-",,"tt0082176"
1981,"67","Time Bandits","GB","Fantasy/Comedy/Adventure",,"tt0081633"
1981,"67","Mad Max 2 - The Road Warrior","AUS","Action/Adventure/Sci-Fi",,"tt0082694"
1981,"66","The Four Seasons","USA","Comedy/Drama",,"tt0082405"
1981,"66","Excalibur","USA/GB","Fantasy/Epic/Adventure",,"tt0082348"
1981,"65","The Cabbage Soup","F","Comedy/Sci-Fi/Drama",,"tt0083109"
1981,"65","Who Finds a Friend Finds a Treasure","I","Action/Comedy/Adventure",,"tt0085327"
1981,"65","Lemon Popsicle 3 - Hot Bubblegum","IL/D","Comedy/Drama/Erotic",,"tt0082528"
1981,"61","The Great Muppet Caper","GB/USA","Family/Comedy/Adventure",,"tt0082474"
1981,"60","Buddy Goes West","I","Western/Comedy/Action",,"tt0082835"
1981,"60","Madly in Love","I","Romance/Comedy",,"tt0082562"
1981,"59","Absence of Malice","USA","Thriller/Drama/Romance",,"tt0081974"
1981,"59","Reds","USA","Epic/Drama/History",,"tt0082979"
1981,"58","Escape from New York","USA","Action/Sci-Fi/Adventure",,"tt0082340"
1981,"56","Tarzan the Ape Man","USA","Adventure/Drama",,"tt0083170"
1981,"55","Lady Chatterley's Lover","GB/F/D","Erotic/Romance/Drama",,"tt0082640"
1981,"54","Taps","USA","Thriller/Drama/Action",,"tt0083169"
