"Year","$%","Title_EN","Country","Genres","Distribution","IMDb"
1999,"72","The Blair Witch Project","USA","Horror/Mystery/Thriller",,"tt0185937"
1999,"71","American Pie","USA","Comedy/Erotic",,"tt0163651"
1999,"71","Big Daddy","USA","Comedy/Drama",,"tt0142342"
1999,"68","Wild Wild West","USA","Western/Sci-Fi/Fantasy",,"tt0120891"
1999,"65","End of Days","USA","Action/Horror/Fantasy",,"tt0146675"
1999,"65","Entrapment","USA/GB/D","Thriller/Action/Romance",,"tt0137494"
1999,"60","Werner - Full Blast!!!","D","Animation/Comedy/Action",,"tt0184005"
1999,"59","Sleepy Hollow","USA/D","Horror/Mystery/Fantasy",,"tt0162661"
1999,"59","Eyes Wide Shut","USA/GB","Drama/Mystery/Erotic",,"tt0120663"
1999,"59","Sun Alley","D","Comedy/Drama/Romance",,"tt0177242"
1999,"58","The Haunting","USA","Horror/Mystery/Fantasy",,"tt0171363"
1999,"57","Double Jeopardy","USA","Thriller/Drama/Mystery",,"tt0150377"
1999,"57","Analyze This","USA/AUS","Comedy/Crime",,"tt0122933"
1999,"55","Deep Blue Sea","USA","Horror/Action/Sci-Fi",,"tt0149261"
1999,"53","Payback","USA","Thriller/Action/Drama",,"tt0120784"
1999,"52","The Ninth Gate","F/E","Thriller/Mystery/Fantasy",,"tt0142688"
1999,"50","Cruel Intentions","USA","Drama/Romance",,"tt0139134"
1999,"49","Inspector Gadget","USA","Action/Comedy/Sci-Fi",,"tt0141369"
1999,"48","eXistenZ","CDN/GB","Horror/Mystery/Sci-Fi",,"tt0120907"
1999,"47","The Talented Mr. Ripley","USA","Thriller/Drama/Crime",,"tt0134119"
1999,"47","Buena Vista Social Club","D/C/USA/GB/F","Documentary/Music",,"tt0186508"
1999,"47","Romance","F","Erotic/Drama/Romance",,"tt0194314"
1999,"47","Annaluise & Anton","D","Family/Drama/Comedy",,"tt0161935"
1999,"45","Fight Club","USA","Thriller/Action/Drama",,"tt0137523"
1999,"42","Being John Malkovich","USA","Comedy/Fantasy/Drama",,"tt0120601"
1999,"41","Stigmata","USA/MEX","Horror/Mystery",,"tt0145531"
1999,"41","The Cider House Rules","USA","Drama/Romance",,"tt0124315"
1999,"38","Bicentennial Man","USA","Drama/Sci-Fi/Comedy",,"tt0182789"
1999,"37","Magnolia","USA","Drama/Epic/Romance",,"tt0175880"
1999,"37","South Park: Bigger, Longer & Uncut","USA","Animation/Comedy/Fantasy",,"tt0158983"
1999,"37","Girl, Interrupted","USA","Drama/-",,"tt0172493"
1999,"36","Mickey Blue Eyes","GB/USA","Comedy/Crime/Romance",,"tt0130121"
1999,"34","Instinct","USA","Thriller/Drama",,"tt0128278"
1999,"32","23","D","Thriller/Drama/Mystery",,"tt0126765"
1999,"31","Muppets from Space","USA","Family/Sci-Fi/Comedy",,"tt0158811"
1999,"29","Office Space","USA","Comedy/-",,"tt0151804"
1999,"28","The Thirteenth Floor","USA/D","Sci-Fi/Mystery/Thriller",,"tt0139809"
1999,"21","Ghost Dog: The Way of the Samurai","USA/F/D/J","Thriller/Drama/Action",,"tt0165798"
1999,"21","Henry & June","USA","Erotic/Romance/Drama",,"tt0099762"
1999,"20","The Astronaut's Wife","USA","Thriller/Sci-Fi/Drama",,"tt0138304"
1999,"14","Avalon: Beyond the Abyss","USA","Sci-Fi/Mystery","d2TV","tt0212645"
1999,"14","The Boondock Saints","USA","Action/Thriller",,"tt0144117"
1999,"13","In China They Eat Dogs","DK","Action/Comedy/Thriller",,"tt0180748"
1999,"13","Candyman 3: Day of the Dead","USA","Horror/Thriller/Fantasy","d2TV","tt0165662"
2000,"88","Mission: Impossible 2","USA/D","Action/Thriller/Adventure",,"tt0120755"
2000,"87","Gladiator","USA/GB","Epic/Action/History",,"tt0172495"
2000,"86","Cast Away","USA","Drama/Adventure/Romance",,"tt0162222"
2000,"80","Taxi 2","F","Action/Comedy/Crime",,"tt0183869"
2000,"77","What Women Want","USA","Comedy/Romance/Fantasy",,"tt0207201"
2000,"75","Battle Royale","J","Action/Thriller/Adventure",,"tt0266308"
2000,"75","X-Men","USA","Sci-Fi/Action/Adventure",,"tt0120903"
2000,"75","Dinosaur","USA","Animation/Adventure/Drama",,"tt0130623"
2000,"75","How the Grinch Stole Christmas","USA","Family/Fantasy/Comedy",,"tt0170016"
2000,"74","Chicken Run","GB/USA/F","Animation/Family/Adventure",,"tt0120630"
2000,"74","Crouching Tiger, Hidden Dragon","CHN/RC/HK/USA","Adventure/Drama/Action",,"tt0190332"
2000,"73","Scary Movie","USA","Comedy/Horror",,"tt0175142"
2000,"73","Meet the Parents","USA","Comedy/Romance",,"tt0212338"
2000,"73","The Perfect Storm","USA","Thriller/Drama/Adventure",,"tt0177971"
2000,"70","Unbreakable","USA","Thriller/Sci-Fi/Mystery",,"tt0217869"
2000,"70","What Lies Beneath","USA","Horror/Drama/Thriller",,"tt0161081"
2000,"70","Pokémon 3 the Movie: Spell of the Unown","J","Animation/Adventure/Sci-Fi",,"tt0235679"
2000,"66","Charlie's Angels","USA","Action/Comedy/Crime",,"tt0160127"
2000,"65","Chocolat","GB/USA","Romance/Drama/Comedy",,"tt0241303"
2000,"64","Erin Brockovich","USA","Drama/Crime",,"tt0195685"
2000,"62","Brother","J/F/USA/GB","Thriller/Drama/Crime",,"tt0222851"
2000,"61","The Beach","GB/USA","Adventure/Drama/Romance",,"tt0163978"
2000,"60","Gone in 60 Seconds","USA","Action/Thriller/Crime",,"tt0187078"
2000,"58","Vertical Limit","USA","Adventure/Drama/Action",,"tt0190865"
2000,"58","The Patriot","USA","Epic/Action/History",,"tt0187393"
2000,"58","Miss Congeniality","USA","Action/Comedy/Crime",,"tt0212346"
2000,"56","Traffic","USA","Thriller/Drama/Crime",,"tt0181865"
2000,"53","Scream 3","USA","Horror/Thriller/Mystery",,"tt0134084"
2000,"53","Hollow Man","USA/D","Sci-Fi/Thriller/Mystery",,"tt0164052"
2000,"53","Anatomy","D","Horror/Thriller",,"tt0187696"
2000,"51","102 Dalmatians","USA","Family/Adventure/Comedy",,"tt0211181"
2000,"50","Big Momma's House","USA/PL/D","Comedy/Action/Crime",,"tt0208003"
2000,"49","The Emperor's New Groove","USA","Animation/Family/Adventure",,"tt0120917"
2000,"48","Nutty Professor II: The Klumps","USA","Comedy/Romance/Sci-Fi",,"tt0144528"
2000,"47","O Brother, Where Art Thou?","GB/USA/F","Adventure/Comedy/Crime",,"tt0190590"
2000,"41","Final Destination","USA","Horror/Thriller",,"tt0195714"
2000,"41","Road Trip","USA","Comedy/Erotic/Adventure",,"tt0215129"
2000,"40","Mission to Mars","USA","Sci-Fi/Adventure/Thriller",,"tt0183523"
2000,"40","Cruel Intentions 2: Manchester Prep","USA","Drama/Comedy","d2Video","tt0196267"
2000,"39","Otto - The Disaster Movie","D","Comedy/-",,"tt0192407"
2000,"38","The 6th Day","USA","Sci-Fi/Action/Mystery",,"tt0216216"
2000,"38","Snatch","GB/USA","Comedy/Thriller/Crime",,"tt0208092"
2000,"38","Men of Honor","USA","Thriller/Drama/Action",,"tt0203019"
2000,"37","Forklift Driver Klaus: The First Day on the Job","D","Horror/Comedy/Report","d2Video","tt0289477"
2000,"36","Rules of Engagement","USA","Thriller/Drama/Action",,"tt0160797"
2000,"34","28 Days","USA","Comedy/Drama",,"tt0191754"
2000,"32","The Flintstones in Viva Rock Vegas","USA","Family/Comedy/Adventure",,"tt0158622"
2000,"28","Requiem for a Dream","USA","Drama/-",,"tt0180093"
2000,"28","Memento","USA","Thriller/Drama/Mystery",,"tt0209144"
2000,"28","High Fidelity","USA","Romance/Comedy/Music",,"tt0146882"
2000,"28","Quills","USA/GB/D","Drama/Erotic/Adventure",,"tt0180073"
2000,"26","American Psycho","USA/CDN","Thriller/Horror/Drama",,"tt0144084"
2000,"26","Titan A.E.","USA","Animation/Sci-Fi/Action",,"tt0120913"
2000,"25","Small Time Crooks","USA","Comedy/Crime",,"tt0196216"
2000,"22","Baise-moi","F","Erotic/Thriller/Action",,"tt0249380"
2000,"18","Highlander: Endgame","USA","Adventure/Fantasy/Action",,"tt0144964"
2000,"17","Mistress Frankenstein","USA","Erotic/Comedy/Horror","d2Video","tt0245291"
2000,"11","Leprechaun 5: In the Hood","USA","Horror/Comedy/Fantasy","d2Video","tt0209095"
2000,"08","Double Pack","D","Comedy/-","d2Video","tt0202256"
2001,"92","Harry Potter and the Philosopher's Stone","GB/USA","Fantasy/Family/Adventure",,"tt0241527"
2001,"91","The Lord of the Rings: The Fellowship of the Ring","NZ/USA","Fantasy/Epic/Adventure",,"tt0120737"
2001,"85","Spirited Away","J","Animation/Family/Fantasy",,"tt0245429"
2001,"83","Monsters, Inc.","USA","Animation/Family/Fantasy",,"tt0198781"
2001,"81","Amélie","F/D","Romance/Comedy",,"tt0211915"
2001,"81","Shrek","USA","Animation/Family/Comedy",,"tt0126029"
2001,"79","Ocean's Eleven","USA","Thriller/Comedy/Crime",,"tt0240772"
2001,"79","Pearl Harbor","USA","Action/Drama/Romance",,"tt0213149"
2001,"78","The Mummy Returns","USA","Adventure/Fantasy/Action",,"tt0209163"
2001,"77","Brotherhood of the Wolf","F","Horror/Adventure/Action",,"tt0237534"
2001,"76","Manitou's Shoe","D","Comedy/Western",,"tt0248408"
2001,"73","Jurassic Park III","USA","Adventure/Action/Sci-Fi",,"tt0163025"
2001,"72","Planet of the Apes","USA","Sci-Fi/Action/Adventure",,"tt0133152"
2001,"71","Rush Hour 2","USA","Action/Comedy/Crime",,"tt0266915"
2001,"70","Hannibal","USA/GB","Thriller/Drama/Horror",,"tt0212985"
2001,"68","The Others","E","Horror/Mystery/Thriller",,"tt0230600"
2001,"67","A Beautiful Mind","USA","Drama/History/Romance",,"tt0268978"
2001,"66","American Pie 2","USA","Comedy/Erotic",,"tt0252866"
2001,"65","Pokémon 4Ever: Celebi - Voice of the Forest","J","Animation/Adventure/Sci-Fi",,"tt0287635"
2001,"63","Bridget Jones's Diary","GB/USA","Romance/Comedy/Drama",,"tt0243155"
2001,"61","Lara Croft: Tomb Raider","USA/GB/D/J","Adventure/Action/Fantasy",,"tt0146316"
2001,"59","A.I. Artificial Intelligence","USA","Sci-Fi/Drama/Mystery",,"tt0212720"
2001,"57","Columbo: Murder with Too Many Notes","USA","Crime/Drama/Mystery","d2TV","tt0182919"
2001,"55","The Tonight Show with Jay Leno","USA","Talkshow/Gossip/Show","d2TV","tt0728415"
2001,"54","Cats & Dogs","USA/AUS","Family/Sci-Fi/Comedy",,"tt0239395"
2001,"54","Sex and Lucia","E","Erotic/Romance/Drama",,"tt0254455"
2001,"53","The Fast and the Furious","USA/D","Action/Thriller/Crime",,"tt0232500"
2001,"52","Vanilla Sky","USA","Thriller/Drama/Mystery",,"tt0259711"
2001,"52","Dr. Dolittle 2","USA","Family/Fantasy/Comedy",,"tt0240462"
2001,"52","Atlantis: The Lost Empire","USA","Animation/Family/Adventure",,"tt0230011"
2001,"51","Black Hawk Down","USA/GB","Action/Drama/History",,"tt0265086"
2001,"51","Moulin Rouge!","AUS/USA","Romance/Music/Drama",,"tt0203009"
2001,"48","Scary Movie 2","USA","Comedy/Horror",,"tt0257106"
2001,"48","Spy Kids","USA","Action/Family/Sci-Fi",,"tt0227538"
2001,"46","Save the Last Dance","USA","Romance/Music/Drama",,"tt0206275"
2001,"45","Emil and the Detectives","D","Family/Adventure/Comedy",,"tt0256739"
2001,"44","The Experiment","D","Thriller/Drama",,"tt0250258"
2001,"44","Cowboy Bebop: The Movie","J","Animation/Action/Sci-Fi",,"tt0275277"
2001,"41","Just Visiting","USA/F","Comedy/Adventure/Fantasy",,"tt0189192"
2001,"40","Enemy at the Gates","USA/GB/F/D/IRL","Action/Drama/History",,"tt0215750"
2001,"39","Behind Enemy Lines","USA","Action/Thriller/Drama",,"tt0159273"
2001,"36","Serendipity","USA","Romance/Comedy",,"tt0240890"
2001,"36","Kate & Leopold","USA","Romance/Fantasy/Comedy",,"tt0035423"
2001,"35","From Hell","GB/USA/CZ","Horror/Mystery/Thriller",,"tt0120681"
2001,"31","Bandits","USA","Thriller/Comedy/Drama",,"tt0219965"
2001,"31","Tremors 3: Back to Perfection","USA","Horror/Comedy/Action","d2Video","tt0259685"
2001,"29","Monster's Ball","USA","Drama/Romance",,"tt0285742"
2001,"28","Crocodile Dundee in Los Angeles","USA/AUS","Action/Comedy/Adventure",,"tt0231402"
2001,"27","3000 Miles to Graceland","USA","Action/Comedy/Crime",,"tt0233142"
2001,"27","Mulholland Drive","USA/F","Thriller/Drama/Mystery",,"tt0166924"
2001,"27","Donnie Darko","USA","Thriller/Sci-Fi/Drama",,"tt0246578"
2001,"24","Jason X","USA","Horror/Sci-Fi/Action",,"tt0211443"
2001,"23","Intimacy","F/GB/D/I","Erotic/Romance/Drama",,"tt0256103"
2001,"22","Flatsch","D","Comedy/Fantasy","-","tt0349458"
2001,"22","Metropolis","J","Animation/Sci-Fi/Drama",,"tt0293416"
2001,"21","The Curse of the Jade Scorpion","USA","Comedy/Crime/Mystery",,"tt0256524"
2001,"18","Staying on Top","USA","Erotic/Thriller/Drama","d2TV","tt0306091"
2001,"17","Waking Life","USA","Animation/Drama/Fantasy",,"tt0243017"
2002,"90","The Lord of the Rings: The Two Towers","NZ/D/USA","Fantasy/Epic/Adventure",,"tt0167261"
2002,"89","Harry Potter and the Chamber of Secrets","GB/USA","Fantasy/Family/Adventure",,"tt0295297"
2002,"87","Spider-Man","USA","Sci-Fi/Action/Adventure",,"tt0145487"
2002,"83","Star Wars: Episode II - Attack of the Clones","USA","Sci-Fi/Adventure/Fantasy",,"tt0121765"
2002,"83","Die Another Day","GB/USA","Thriller/Action/Adventure",,"tt0246460"
2002,"81","Men in Black II","USA","Sci-Fi/Comedy/Action",,"tt0120912"
2002,"81","Carrie","CDN/USA","Horror/Mystery/Drama","d2TV","tt0319970"
2002,"78","Signs","USA","Sci-Fi/Thriller/Mystery",,"tt0286106"
2002,"76","Ice Age","USA","Animation/Family/Comedy",,"tt0268380"
2002,"76","Asterix & Obelix: Mission Cleopatra","F/D","Comedy/Adventure/Family",,"tt0250223"
2002,"74","My Big Fat Greek Wedding","USA/CDN","Romance/Comedy/Drama",,"tt0259446"
2002,"73","Minority Report","USA","Sci-Fi/Action/Mystery",,"tt0181689"
2002,"72","Catch Me If You Can","USA","Comedy/Drama/Crime",,"tt0264464"
2002,"68","Hero","CHN/HK","Adventure/Drama/Action",,"tt0299977"
2002,"68","Chicago","USA","Comedy/Music/Thriller",,"tt0299658"
2002,"67","Austin Powers in Goldmember","USA","Comedy/Thriller/Adventure",,"tt0295178"
2002,"65","xXx","USA","Action/Thriller/Adventure",,"tt0295701"
2002,"65","Scooby-Doo","USA","Family/Fantasy/Comedy",,"tt0267913"
2002,"64","Lilo & Stitch","USA","Animation/Family/Sci-Fi",,"tt0275847"
2002,"61","The Ring","USA","Horror/Mystery",,"tt0298130"
2002,"59","8 Mile","USA","Thriller/Drama/Music",,"tt0298203"
2002,"56","Blade II","USA","Action/Horror/Sci-Fi",,"tt0187738"
2002,"55","The Bourne Identity","USA/D/CZ","Action/Mystery/Thriller",,"tt0258463"
2002,"55","Die Mega Randy Awesome Chick Farm","D","Erotic/Mystery","d2Video","tt0391333"
2002,"54","Red Dragon","USA/D","Thriller/Drama/Horror",,"tt0289765"
2002,"53","Two Weeks Notice","USA","Romance/Comedy",,"tt0313737"
2002,"52","Panic Room","USA","Thriller/Drama/Crime",,"tt0258000"
2002,"51","Gangs of New York","USA","Adventure/Thriller/Drama",,"tt0217505"
2002,"51","The Scorpion King","USA","Adventure/Action/Fantasy",,"tt0277296"
2002,"51","The Sum of All Fears","USA","Thriller/Action/Drama",,"tt0164184"
2002,"50","Road to Perdition","USA","Thriller/Drama/Crime",,"tt0257044"
2002,"48","The Santa Clause 2","USA","Family/Fantasy/Comedy",,"tt0304669"
2002,"48","Stuart Little 2","USA","Family/Fantasy/Comedy",,"tt0243585"
2002,"48","Mr. Deeds","USA","Comedy/Romance",,"tt0280590"
2002,"47","28 Days Later","GB","Horror/Sci-Fi/Action",,"tt0289043"
2002,"47","The Pianist","F/D/PL/GB","Thriller/Drama/Music",,"tt0253474"
2002,"46","About a Boy","USA/GB/F/D","Comedy/Drama/Romance",,"tt0276751"
2002,"45","The Time Machine","USA","Sci-Fi/Adventure/Action",,"tt0268695"
2002,"45","Spy Kids 2: The Island of Lost Dreams","USA","Action/Family/Sci-Fi",,"tt0287717"
2002,"45","The Man Without a Past","FIN","Drama/Comedy/Romance",,"tt0311519"
2002,"44","Insomnia","USA","Thriller/Drama/Mystery",,"tt0278504"
2002,"44","Treasure Planet","USA","Animation/Family/Sci-Fi",,"tt0133240"
2002,"43","Resident Evil","D/GB","Horror/Action/Sci-Fi",,"tt0120804"
2002,"37","Phone Booth","USA","Thriller/Drama/Action",,"tt0183649"
2002,"37","Collateral Damage","USA","Action/Thriller/Drama",,"tt0233469"
2002,"36","Bend It Like Beckham","GB/USA/D","Comedy/Drama/Sports",,"tt0286499"
2002,"35","Bowling for Columbine","USA/CDN/D","Documentary/Report/History",,"tt0310793"
2002,"35","Naked","D","Romance/Drama/Comedy",,"tt0300237"
2002,"34","Star Trek: Nemesis","USA","Sci-Fi/Adventure/Action",,"tt0253754"
2002,"32","Analyze That","USA","Comedy/Crime",,"tt0289848"
2002,"32","The Mothman Prophecies","USA","Thriller/Horror/Mystery",,"tt0265349"
2002,"29","Femme Fatale","F/D/USA","Thriller/Mystery/Erotic",,"tt0280665"
2002,"26","Halloween: Resurrection","USA","Horror/Thriller/Drama",,"tt0220506"
2002,"24","Solaris","USA","Sci-Fi/Drama/Mystery",,"tt0307479"
2002,"21","Secretary","USA","Romance/Erotic/Drama",,"tt0274812"
2002,"20","Senso '45 / Black Angel","I","Erotic/Romance/Thriller",,"tt0267261"
2002,"18","Dark Blue","USA","Thriller/Action/Drama",,"tt0279331"
2002,"15","Hollywood Ending","USA","Comedy/Romance",,"tt0278823"
2002,"15","WXIII: Patlabor the Movie 3 / Wasted 13","J","Animation/Sci-Fi/Action",,"tt0318819"
2003,"92","The Lord of the Rings: The Return of the King","NZ/D/USA","Fantasy/Epic/Adventure",,"tt0167260"
2003,"87","Finding Nemo","USA","Animation/Family/Adventure",,"tt0266543"
2003,"85","The Matrix Reloaded","USA","Sci-Fi/Action/Mystery",,"tt0234215"
2003,"84","Pirates of the Caribbean: The Curse of the Black Pearl","USA","Adventure/Fantasy/Action",,"tt0325980"
2003,"79","Bruce Almighty","USA","Comedy/Fantasy/Family",,"tt0315327"
2003,"78","The Last Samurai","USA/J/NZ","Epic/Action/Drama",,"tt0325710"
2003,"77","Terminator 3: Rise of the Machines","USA/D/GB","Action/Sci-Fi/Thriller",,"tt0181852"
2003,"76","The Matrix Revolutions","USA","Sci-Fi/Action/Mystery",,"tt0242653"
2003,"74","X2: X-Men United","USA","Sci-Fi/Action/Thriller",,"tt0290334"
2003,"73","Good Bye, Lenin!","D","Comedy/Drama",,"tt0301357"
2003,"73","Taxi 3","F","Action/Comedy/Crime",,"tt0295721"
2003,"66","Bad Boys II","USA","Action/Comedy/Crime",,"tt0172156"
2003,"65","Something's Gotta Give","USA","Romance/Drama/Comedy",,"tt0337741"
2003,"65","The Miracle of Bern","D","Drama/Sports/Adventure",,"tt0326429"
2003,"63","Charlie's Angels: Full Throttle","USA","Action/Comedy/Crime",,"tt0305357"
2003,"61","Columbo Likes the Nightlife","USA","Crime/Drama/Mystery","d2TV","tt0306666"
2003,"60","Brother Bear","USA","Animation/Family/Adventure",,"tt0328880"
2003,"60","Luther","USA/D","Drama/History",,"tt0309820"
2003,"59","Hulk","USA","Sci-Fi/Action",,"tt0286716"
2003,"59","Love Actually","GB/USA/F","Romance/Comedy/Drama",,"tt0314331"
2003,"59","Johnny English","GB/F/USA","Comedy/Action/Thriller",,"tt0274166"
2003,"59","Oldboy","ROK","Thriller/Action/Mystery",,"tt0364569"
2003,"58","2 Fast 2 Furious","USA/D","Action/Thriller/Crime",,"tt0322259"
2003,"57","American Wedding","USA","Comedy/Erotic",,"tt0328828"
2003,"56","Scary Movie 3","USA","Comedy/Horror/Sci-Fi",,"tt0306047"
2003,"56","Elf","USA","Family/Fantasy/Comedy",,"tt0319343"
2003,"53","Anger Management","USA","Comedy/-",,"tt0305224"
2003,"53","Zatōichi","J","Action/Thriller/Comedy",,"tt0363226"
2003,"53","S.W.A.T.","USA","Action/Thriller/Crime",,"tt0257076"
2003,"53","Spy Kids 3-D: Game Over","USA","Action/Family/Sci-Fi",,"tt0338459"
2003,"51","The Flying Classroom","D","Family/Drama/Comedy",,"tt0311141"
2003,"50","Cheaper by the Dozen","USA","Family/Comedy",,"tt0349205"
2003,"48","Kill Bill: Vol. 1","USA","Action/Thriller/Crime",,"tt0266697"
2003,"48","The League of Extraordinary Gentlemen","GB/USA/D","Adventure/Action/Sci-Fi",,"tt0311429"
2003,"48","The Haunted Mansion","USA","Family/Fantasy/Comedy",,"tt0338094"
2003,"48","Daredevil","USA","Sci-Fi/Action/Crime",,"tt0287978"
2003,"48","The Dreamers","GB/F/I","Erotic/Romance/Drama",,"tt0309987"
2003,"45","Lara Croft: Tomb Raider - The Cradle of Life","USA/GB/D/J","Adventure/Action/Fantasy",,"tt0325703"
2003,"45","Battle Royale II: Requiem","J","Action/Thriller/Adventure",,"tt0338763"
2003,"39","Lost in Translation","USA/J","Drama/Comedy/Romance",,"tt0335266"
2003,"39","Freddy vs. Jason","USA","Horror/Action",,"tt0329101"
2003,"39","The Wild Soccer Bunch","D","Family/Sports/Adventure",,"tt0376990"
2003,"38","The Texas Chainsaw Massacre","USA","Horror/Thriller",,"tt0324216"
2003,"37","Once Upon a Time in Mexico","MEX/USA","Action/Thriller/Western",,"tt0285823"
2003,"37","Just Married","USA/D","Romance/Comedy",,"tt0305711"
2003,"35","Identity","USA","Thriller/Horror/Mystery",,"tt0309698"
2003,"35","Final Destination 2","USA","Horror/Thriller",,"tt0309593"
2003,"35","Anatomy 2","D","Thriller/Horror/Sci-Fi",,"tt0312358"
2003,"35","The Animatrix","USA/J","Animation/Sci-Fi/Action","d2Video","tt0328832"
2003,"33","The Triplets of Belleville","F/B/CDN/GB","Animation/Comedy/Adventure",,"tt0286244"
2003,"32","Swimming Pool","F/GB","Thriller/Erotic/Mystery",,"tt0324133"
2003,"21","Nathalie...","F/E","Drama/Erotic/Romance",,"tt0348853"
2003,"21","Do It! / Private","I","Erotic/Romance/Drama",,"tt0372909"
2003,"21","The Glamorous Life of Sachiko Hanai","J","Erotic/Comedy/Sci-Fi",,"tt0458227"
2003,"18","Anything Else","USA","Romance/Comedy/Drama",,"tt0313792"
2003,"17","Tokyo Godfathers","J","Animation/Drama/Comedy",,"tt0388473"
2004,"88","Shrek 2","USA","Animation/Family/Comedy",,"tt0298148"
2004,"85","Harry Potter and the Prisoner of Azkaban","GB/USA","Fantasy/Family/Adventure",,"tt0304141"
2004,"85","Spider-Man 2","USA","Sci-Fi/Action/Adventure",,"tt0316654"
2004,"84","Howl's Moving Castle","J","Animation/Family/Fantasy",,"tt0347149"
2004,"81","The Incredibles","USA","Animation/Comedy/Sci-Fi",,"tt0317705"
2004,"80","The Passion of the Christ","USA","Adventure/Drama/Mystery",,"tt0335345"
2004,"77","The Day After Tomorrow","USA","Sci-Fi/Drama/Thriller",,"tt0319262"
2004,"77","Meet the Fockers","USA","Comedy/Romance",,"tt0290002"
2004,"76","Dreamship Surprise: Period 1","D","Comedy/Sci-Fi",,"tt0349047"
2004,"75","Troy","USA/GB/M/MEX","Epic/Action/History",,"tt0332452"
2004,"71","7 Dwarves - Men Alone in the Wood","D","Comedy/Fantasy/Family",,"tt0382295"
2004,"69","Shark Tale","USA","Animation/Family/Thriller",,"tt0307453"
2004,"69","A Very Long Engagement","F/USA","Romance/Drama/Action",,"tt0344510"
2004,"68","Ocean's Twelve","USA","Thriller/Comedy/Crime",,"tt0349903"
2004,"67","I, Robot","USA","Sci-Fi/Action/Mystery",,"tt0343818"
2004,"66","National Treasure","USA","Adventure/Mystery/Action",,"tt0368891"
2004,"65","Downfall","D/I/A","Thriller/Drama/History",,"tt0363163"
2004,"63","Van Helsing","USA/CZ","Fantasy/Action/Adventure",,"tt0338526"
2004,"62","The Bourne Supremacy","USA/D","Action/Mystery/Thriller",,"tt0372183"
2004,"62","The Village","USA","Thriller/Drama/Mystery",,"tt0368447"
2004,"62","The Polar Express","USA","Animation/Family/Fantasy",,"tt0338348"
2004,"59","Bridget Jones: The Edge of Reason","GB/F/IRL/USA","Romance/Comedy/Drama",,"tt0317198"
2004,"55","Fahrenheit 9/11","USA","Documentary/Report/History",,"tt0361596"
2004,"55","House of Flying Daggers","CHN/HK","Adventure/Drama/Action",,"tt0385004"
2004,"55","The Tonight Show with Jay Leno","USA","Talkshow/Gossip/Show","d2TV","tt0728836"
2004,"54","Tae Guk Gi: The Brotherhood of War","ROK","Action/Drama/Thriller",,"tt0386064"
2004,"54","Collateral","USA","Thriller/Action/Drama",,"tt0369339"
2004,"53","The Terminal","USA","Drama/Comedy/Romance",,"tt0362227"
2004,"52","King Arthur","USA/GB/IRL","Adventure/History/Drama",,"tt0349683"
2004,"50","Scooby-Doo 2: Monsters Unleashed","USA","Family/Fantasy/Comedy",,"tt0331632"
2004,"50","The Trixxer","D","Comedy/Crime/Mystery",,"tt0313021"
2004,"49","Alien vs. Predator","USA/GB/CZ/D/CDN","Sci-Fi/Action/Horror",,"tt0370263"
2004,"45","Kill Bill: Vol. 2","USA","Action/Thriller/Crime",,"tt0378194"
2004,"42","Ray","USA","Drama/Music",,"tt0350258"
2004,"41","Blade: Trinity","USA","Action/Horror/Sci-Fi",,"tt0359013"
2004,"41","The Notebook","USA","Romance/Drama",,"tt0332280"
2004,"41","Resident Evil: Apocalypse","D/GB/F/CDN/USA","Horror/Action/Sci-Fi",,"tt0318627"
2004,"40","Ghost in the Shell 2: Innocence","J","Animation/Sci-Fi/Thriller",,"tt0347246"
2004,"39","Dawn of the Dead","USA/F/J","Horror/Action",,"tt0363547"
2004,"39","Saw","USA","Horror/Thriller/Mystery",,"tt0387564"
2004,"38","Hellboy","USA","Sci-Fi/Action/Adventure",,"tt0167190"
2004,"38","Crash","USA/D","Drama/Thriller/Crime",,"tt0375679"
2004,"36","The Butterfly Effect","USA","Sci-Fi/Drama/Thriller",,"tt0289879"
2004,"36","Anchorman: The Legend of Ron Burgundy","USA","Comedy/-",,"tt0357413"
2004,"36","The Manchurian Candidate","USA","Thriller/Drama/Mystery",,"tt0368008"
2004,"34","Eternal Sunshine of the Spotless Mind","USA","Romance/Drama/Comedy",,"tt0338013"
2004,"34","Anacondas: The Hunt for the Blood Orchid","USA","Adventure/Horror/Action",,"tt0366174"
2004,"34","Taxi","USA/F","Action/Comedy/Crime",,"tt0316732"
2004,"32","Miracle","USA","Drama/Sports/Action",,"tt0349825"
2004,"23","Hotel Rwanda","USA/GB/ZA/I","Drama/History",,"tt0395169"
2004,"20","Shaun of the Dead","GB/F/USA","Comedy/Horror/Romance",,"tt0365748"
2004,"18","Tremors 4: The Legend Begins","USA","Horror/Comedy/Western","d2Video","tt0334541"
2004,"16","Quiet as a Mouse","D","Comedy/Drama",,"tt0396746"
2005,"88","Star Wars: Episode III - Revenge of the Sith","USA","Sci-Fi/Adventure/Fantasy",,"tt0121766"
2005,"88","Harry Potter and the Goblet of Fire","GB/USA","Fantasy/Family/Adventure",,"tt0330373"
2005,"86","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","GB/USA","Fantasy/Family/Adventure",,"tt0363771"
2005,"83","War of the Worlds","USA","Sci-Fi/Action/Thriller",,"tt0407304"
2005,"81","King Kong","NZ/USA","Adventure/Horror/Fantasy",,"tt0360717"
